,age,is_hereditary,height,is_smoker,stress,bald_prob
3878,48.0,0.0,159.8338420837423,1.0,5.0,high
3879,60.0,0.0,174.11812550630287,1.0,2.0,medium
3881,77.0,0.0,176.7074320584842,0.0,4.0,medium
3883,35.0,0.0,174.9079198546159,0.0,7.0,high
3886,37.0,0.0,161.35194514214598,0.0,1.0,medium
3887,41.0,0.0,160.15111806686298,1.0,2.0,high
3888,33.0,0.0,164.2459390303487,1.0,4.0,medium
3889,33.0,0.0,163.72992932869468,0.0,7.0,medium
3891,42.0,1.0,168.68730689058015,0.0,9.0,high
3893,46.0,0.0,180.31346455239947,0.0,3.0,medium
3894,36.0,0.0,174.14095901735703,1.0,4.0,medium
3897,36.0,1.0,156.71856933566997,0.0,7.0,high
3898,46.0,1.0,176.76064901986925,1.0,4.0,high
3899,50.0,0.0,174.04413841295695,0.0,2.0,medium
3900,35.0,0.0,175.84876201452477,0.0,10.0,medium
3903,37.0,0.0,164.39831657899768,0.0,2.0,low
3904,43.0,0.0,167.04542664567003,0.0,10.0,high
3905,34.0,1.0,167.26821010020203,0.0,10.0,high
3906,45.0,0.0,175.26399535560944,1.0,2.0,medium
3907,39.0,1.0,161.0304932126976,0.0,4.0,medium
3908,27.0,0.0,159.26317610149093,0.0,8.0,medium
3909,60.0,0.0,143.26982295271108,1.0,2.0,medium
3910,47.0,0.0,185.0000282911201,1.0,8.0,high
3911,37.0,0.0,161.02597520459116,1.0,6.0,medium
3912,31.0,0.0,157.93807567681597,0.0,2.0,high
3913,64.0,0.0,169.45039380753235,0.0,5.0,high
3914,40.0,0.0,167.1560281076681,1.0,1.0,medium
3915,33.0,0.0,148.2253633321123,0.0,3.0,medium
3919,45.0,0.0,161.28862909734627,0.0,5.0,medium
3920,42.0,1.0,167.05610614758012,0.0,4.0,high
3921,46.0,0.0,153.73167584689958,0.0,8.0,medium
3922,44.0,1.0,168.63522291466705,1.0,9.0,high
3923,35.0,0.0,142.9463210961165,1.0,4.0,medium
3924,58.0,0.0,176.7363608842095,1.0,7.0,high
3926,32.0,0.0,173.12842030064803,0.0,5.0,medium
3928,42.0,0.0,169.30194422160343,0.0,2.0,medium
3929,35.0,0.0,156.53846653047108,0.0,1.0,medium
3930,35.0,0.0,178.89236672054716,0.0,9.0,medium
3931,43.0,0.0,170.5398102104205,1.0,3.0,medium
3932,55.0,0.0,165.41535555133407,0.0,4.0,medium
3933,39.0,0.0,168.04426100667487,1.0,7.0,high
3935,30.0,1.0,162.88801004393,1.0,10.0,high
3936,34.0,0.0,166.81326085025273,1.0,4.0,medium
3937,42.0,1.0,165.21489252630894,0.0,5.0,high
3939,28.0,0.0,152.1391476760072,0.0,4.0,medium
3940,41.0,0.0,171.02088429738913,0.0,6.0,medium
3943,30.0,0.0,170.77699202585168,1.0,7.0,high
3947,50.0,1.0,158.717905138446,0.0,5.0,high
3949,48.0,0.0,175.24746265911483,0.0,4.0,medium
3950,35.0,0.0,157.5514025609664,0.0,3.0,medium
3951,57.0,0.0,167.3120319342195,1.0,9.0,high
3952,45.0,0.0,162.1225801381479,0.0,1.0,medium
3953,33.0,0.0,159.047866387691,1.0,6.0,medium
3955,20.0,0.0,150.09120258430266,1.0,1.0,medium
3959,44.0,0.0,179.13574020227375,0.0,6.0,medium
3961,38.0,1.0,188.11466905734704,0.0,6.0,high
3962,49.0,1.0,172.77089447855656,1.0,5.0,high
3964,52.0,1.0,156.46346171481576,0.0,10.0,high
3965,37.0,0.0,177.18356741029305,0.0,2.0,low
3967,27.0,1.0,142.94090084522333,0.0,2.0,medium
3972,39.0,0.0,177.8263471005215,0.0,10.0,medium
3974,44.0,0.0,160.78389418013558,0.0,5.0,medium
3975,41.0,0.0,173.20495238859232,0.0,1.0,medium
3978,36.0,0.0,170.94168976323758,0.0,7.0,high
3980,25.0,0.0,161.68329382272188,0.0,2.0,high
3981,45.0,1.0,150.65210002185617,0.0,3.0,high
3982,58.0,0.0,149.3805860726115,1.0,3.0,high
3983,51.0,1.0,158.4390724706408,0.0,6.0,high
3984,35.0,0.0,169.59379255621388,1.0,10.0,medium
3988,40.0,1.0,153.38118005650642,1.0,2.0,high
3989,38.0,0.0,177.2187233242785,0.0,7.0,low
3990,41.0,1.0,156.7645127762479,0.0,7.0,high
3991,47.0,0.0,170.48532445465582,0.0,4.0,medium
3992,28.0,0.0,149.14422762722108,1.0,2.0,medium
3993,29.0,0.0,171.15256056055986,0.0,10.0,medium
3994,37.0,0.0,180.55184764303613,1.0,3.0,high
3996,33.0,1.0,171.5522354315314,1.0,3.0,high
3998,38.0,0.0,158.71667361263474,0.0,10.0,medium
4000,50.0,0.0,156.26781826709183,0.0,1.0,medium
4001,36.0,0.0,161.68872106623616,0.0,2.0,medium
4002,35.0,1.0,159.6229427325144,0.0,10.0,high
4003,47.0,0.0,159.7670061156642,0.0,8.0,medium
4004,41.0,1.0,167.84718898563332,0.0,5.0,high
4005,46.0,0.0,168.11068123684555,0.0,8.0,medium
4007,43.0,0.0,171.53856135837646,1.0,7.0,medium
4009,26.0,0.0,187.6278968572773,0.0,4.0,medium
4011,49.0,0.0,171.88076368792554,1.0,2.0,medium
4012,45.0,0.0,169.70584160561603,1.0,10.0,high
4013,37.0,0.0,164.73491230189535,0.0,9.0,medium
4014,46.0,0.0,151.76855543531494,1.0,7.0,high
4015,61.0,0.0,166.36906002846635,1.0,6.0,high
4017,54.0,0.0,169.1899354019914,0.0,3.0,medium
4018,39.0,0.0,175.36159977788327,0.0,9.0,medium
4020,44.0,0.0,191.28851329307952,0.0,2.0,high
4021,30.0,0.0,164.8688205545991,0.0,2.0,medium
4023,64.0,0.0,142.30302031239103,0.0,4.0,medium
4024,47.0,0.0,168.6169837699872,1.0,9.0,high
4026,59.0,0.0,170.0573534756206,1.0,2.0,high
4027,49.0,0.0,162.34509394197525,1.0,10.0,high
4029,20.0,0.0,155.5509007634374,1.0,1.0,medium
4032,49.0,0.0,169.62676008917006,1.0,6.0,high
4033,37.0,0.0,184.56701619629385,1.0,6.0,medium
4034,41.0,0.0,166.58853199678055,1.0,3.0,medium
4037,41.0,1.0,153.02894428727393,1.0,6.0,high
4038,53.0,0.0,149.46370895260708,0.0,2.0,medium
4039,40.0,0.0,169.26096841890129,1.0,1.0,medium
4040,48.0,0.0,160.71625287700505,0.0,6.0,medium
4042,14.0,0.0,182.46573862864017,1.0,8.0,medium
4043,43.0,0.0,186.80120032075337,1.0,9.0,high
4045,46.0,0.0,182.1659578370845,1.0,4.0,high
4046,29.0,0.0,171.7869468853673,0.0,5.0,medium
4047,30.0,1.0,140.89185199002472,1.0,5.0,high
4048,34.0,0.0,171.88632028689287,1.0,10.0,high
4050,20.0,0.0,171.13245684327163,1.0,5.0,medium
4052,31.0,0.0,149.21352287101195,1.0,7.0,medium
4053,37.0,0.0,188.5135909393088,1.0,9.0,medium
4054,37.0,0.0,173.51676362943263,0.0,8.0,medium
4055,32.0,0.0,169.73384973549517,0.0,4.0,medium
4057,54.0,0.0,155.77579238952077,1.0,2.0,high
4058,44.0,0.0,189.52919480182604,1.0,6.0,medium
4059,35.0,0.0,152.28798945425925,0.0,4.0,medium
4060,59.0,0.0,170.42347636042402,1.0,1.0,high
4061,38.0,0.0,163.77713162245368,0.0,6.0,medium
4062,26.0,1.0,175.42592211450403,1.0,4.0,high
4063,46.0,0.0,159.1619239427914,1.0,3.0,high
4064,31.0,0.0,163.48034639839958,1.0,3.0,medium
4066,39.0,0.0,163.43732453937375,1.0,4.0,medium
4067,37.0,1.0,172.89989961383162,1.0,8.0,high
4068,48.0,0.0,168.63699541339383,1.0,5.0,medium
4069,32.0,0.0,144.18004202850983,0.0,7.0,medium
4070,55.0,0.0,162.4366373989882,0.0,9.0,high
4071,29.0,0.0,163.33892390295375,1.0,6.0,high
4072,50.0,1.0,172.8847807739692,1.0,8.0,high
4073,45.0,0.0,179.8888968898808,0.0,4.0,medium
4076,39.0,0.0,175.86944685035346,0.0,9.0,high
4078,35.0,0.0,160.95723788590007,0.0,4.0,medium
4079,43.0,0.0,168.62018962827486,0.0,2.0,medium
4080,49.0,1.0,181.41825008843813,0.0,7.0,high
4081,50.0,1.0,164.0239334431271,0.0,3.0,high
4082,33.0,0.0,186.4674642601445,1.0,2.0,medium
4083,40.0,0.0,160.58231649303048,1.0,9.0,high
4084,40.0,0.0,163.90663310790012,1.0,10.0,high
4085,37.0,0.0,165.31741151937595,1.0,6.0,medium
4086,41.0,0.0,161.08978933552527,1.0,2.0,high
4087,46.0,0.0,174.07052431280115,0.0,9.0,high
4089,49.0,0.0,151.0680762785472,0.0,9.0,high
4090,69.0,0.0,150.6093466080421,1.0,8.0,high
4091,51.0,0.0,156.84917147990222,1.0,1.0,medium
4092,31.0,0.0,157.02184514575362,1.0,4.0,medium
4093,44.0,0.0,179.96466694359927,1.0,1.0,medium
4095,44.0,0.0,161.45097571388465,1.0,5.0,medium
4096,40.0,0.0,176.2161557346296,1.0,3.0,medium
4097,31.0,0.0,167.70035883029263,0.0,9.0,medium
4098,35.0,0.0,151.42467739305437,0.0,7.0,high
4099,53.0,0.0,167.66117432037828,1.0,1.0,medium
4102,14.0,1.0,165.97051809216998,0.0,9.0,medium
4103,21.0,0.0,147.1103305028925,0.0,9.0,medium
4104,53.0,1.0,169.9176916394273,0.0,7.0,high
4106,40.0,0.0,153.63564188978137,1.0,6.0,high
4107,42.0,0.0,161.93593821492414,0.0,2.0,medium
4108,53.0,0.0,154.87725424774513,0.0,5.0,medium
4110,63.0,0.0,159.8373616478832,0.0,9.0,medium
4113,53.0,0.0,188.1653471530251,1.0,2.0,high
4114,23.0,0.0,168.95524487556412,1.0,2.0,medium
4115,53.0,0.0,165.75956395429998,1.0,7.0,high
4116,40.0,0.0,166.88051165886782,0.0,9.0,medium
4118,38.0,0.0,169.34210785136065,1.0,10.0,high
4119,38.0,0.0,172.43868176193794,1.0,2.0,medium
4120,38.0,0.0,161.6216215033251,0.0,9.0,high
4121,45.0,0.0,177.36152829596836,1.0,9.0,high
4122,51.0,0.0,172.259189869773,1.0,6.0,high
4123,49.0,0.0,153.158126167539,1.0,8.0,high
4124,41.0,0.0,154.4290944426315,1.0,6.0,high
4131,44.0,0.0,155.4751141487709,0.0,6.0,medium
4132,34.0,1.0,159.78212189878033,1.0,8.0,high
4135,30.0,0.0,155.88965849090255,0.0,10.0,medium
4136,49.0,0.0,159.2882402614302,1.0,5.0,medium
4138,30.0,0.0,165.99094090501094,0.0,8.0,medium
4139,35.0,0.0,157.95222160694365,1.0,3.0,high
4140,36.0,0.0,171.80039685058284,1.0,2.0,medium
4141,23.0,1.0,160.155275837997,1.0,1.0,high
4142,42.0,0.0,160.81909007575922,1.0,4.0,high
4143,38.0,0.0,158.36148973043092,1.0,1.0,medium
4144,28.0,0.0,167.8220006650038,1.0,2.0,medium
4145,45.0,1.0,158.51247235318857,0.0,6.0,high
4146,33.0,0.0,152.7445506338574,1.0,2.0,medium
4149,46.0,1.0,161.09381585901411,1.0,7.0,high
4150,49.0,0.0,174.66242216446108,1.0,4.0,medium
4151,39.0,0.0,144.8728651007027,0.0,8.0,high
4152,38.0,0.0,158.96214585190384,1.0,3.0,medium
4153,48.0,0.0,163.526290441738,0.0,9.0,medium
4154,48.0,1.0,151.67859332908222,0.0,7.0,high
4156,41.0,0.0,168.89224106358284,0.0,8.0,high
4157,48.0,1.0,151.53306976946857,0.0,3.0,high
4158,33.0,0.0,186.09221286567825,1.0,9.0,medium
4159,35.0,0.0,165.91796324789635,0.0,4.0,medium
4160,51.0,1.0,159.28597960625984,0.0,4.0,high
4163,32.0,0.0,176.81954255057337,0.0,7.0,medium
4164,26.0,0.0,159.43085317776476,0.0,4.0,medium
4165,71.0,1.0,160.31441178750043,1.0,7.0,high
4166,36.0,1.0,157.9897759554772,0.0,4.0,high
4167,41.0,0.0,154.510403114018,0.0,4.0,medium
4169,31.0,0.0,164.02587371001482,1.0,8.0,high
4171,45.0,0.0,159.2276830979622,1.0,8.0,high
4173,25.0,0.0,154.51956772020978,0.0,9.0,medium
4174,22.0,0.0,177.37430379572942,0.0,4.0,medium
4178,47.0,0.0,163.78384105354962,1.0,3.0,medium
4179,37.0,1.0,158.27885072011767,1.0,8.0,high
4180,26.0,1.0,160.75208205722345,1.0,5.0,high
4181,48.0,0.0,173.31885241115643,1.0,10.0,high
4182,62.0,1.0,165.30318632170332,1.0,3.0,high
4183,38.0,0.0,159.6598623878501,0.0,6.0,medium
4184,36.0,1.0,168.0398672425245,0.0,6.0,high
4186,48.0,0.0,170.2008959017817,0.0,6.0,high
4187,46.0,1.0,155.5500400024953,0.0,4.0,high
4188,34.0,0.0,174.8887425286928,0.0,10.0,medium
4189,40.0,0.0,169.51807687901385,0.0,4.0,medium
4190,30.0,0.0,162.69834095486658,1.0,1.0,medium
4192,50.0,0.0,194.1030537020984,0.0,9.0,high
4193,27.0,0.0,176.47887531900352,0.0,3.0,low
4194,48.0,0.0,164.23160822815862,1.0,3.0,high
4196,44.0,0.0,155.85434575241294,0.0,2.0,medium
4197,32.0,0.0,153.9016130445935,0.0,2.0,low
4200,50.0,0.0,184.72421485776152,1.0,8.0,medium
4202,32.0,1.0,171.9228230717802,1.0,1.0,high
4203,31.0,1.0,154.56018515407084,0.0,5.0,medium
4204,22.0,0.0,153.50674947796685,0.0,6.0,medium
4205,45.0,0.0,170.9025708634016,1.0,7.0,high
4206,26.0,0.0,173.88560297400647,0.0,4.0,medium
4207,39.0,0.0,178.00969474261524,0.0,10.0,medium
4208,32.0,0.0,181.27783753331025,1.0,7.0,medium
4209,53.0,0.0,157.03408704324764,0.0,2.0,high
4210,43.0,0.0,170.59987525542866,1.0,6.0,high
4211,36.0,0.0,159.17047737965453,1.0,7.0,high
4212,46.0,0.0,148.3325861042454,0.0,6.0,medium
4213,26.0,0.0,177.0590190489371,1.0,1.0,medium
4214,35.0,1.0,159.96445294211446,0.0,1.0,medium
4215,30.0,0.0,167.01818292102934,0.0,1.0,medium
4216,20.0,1.0,170.83289950621662,0.0,3.0,medium
4217,35.0,1.0,166.1091461878713,1.0,7.0,high
4218,23.0,0.0,169.61957860386894,0.0,9.0,medium
4219,28.0,0.0,160.07546894730183,1.0,2.0,medium
4221,43.0,0.0,155.84367975994618,0.0,5.0,medium
4222,35.0,0.0,169.95472078836974,0.0,8.0,high
4225,30.0,0.0,163.4913105127444,0.0,8.0,medium
4227,35.0,0.0,169.00892117760148,1.0,10.0,high
4228,49.0,0.0,167.46762688222486,1.0,3.0,high
4230,13.0,0.0,167.2073578718462,0.0,10.0,medium
4231,45.0,0.0,183.10751522543725,1.0,7.0,high
4232,46.0,0.0,152.2597690894093,0.0,10.0,high
4233,51.0,0.0,163.84774101182265,0.0,1.0,high
4234,47.0,0.0,186.28628368846225,1.0,5.0,medium
4236,20.0,1.0,157.06234110590566,1.0,2.0,medium
4237,42.0,0.0,151.3989736275305,1.0,5.0,medium
4238,11.0,0.0,174.16769059482715,1.0,5.0,medium
4239,62.0,0.0,162.67276441014863,1.0,4.0,high
4240,20.0,0.0,171.80687479027955,0.0,1.0,medium
4242,36.0,0.0,143.60880277928516,0.0,1.0,low
4243,33.0,0.0,186.5652408216596,1.0,1.0,medium
4244,28.0,0.0,167.26046685546297,1.0,8.0,high
4245,20.0,0.0,177.53921458406248,1.0,10.0,medium
4246,47.0,1.0,147.3436890758525,1.0,3.0,high
4247,28.0,1.0,165.997052538576,1.0,2.0,medium
4248,38.0,0.0,145.31256986218568,0.0,1.0,medium
4249,38.0,0.0,176.24492273869862,0.0,10.0,medium
4250,37.0,0.0,160.7218576866859,1.0,8.0,medium
4251,23.0,1.0,176.12843459085954,0.0,3.0,high
4252,51.0,1.0,163.51684433437254,1.0,2.0,high
4254,27.0,0.0,140.55271343215298,0.0,7.0,medium
4255,46.0,0.0,171.15949619132465,1.0,4.0,high
4256,26.0,0.0,158.59132582308462,0.0,6.0,medium
4257,41.0,1.0,176.4369488885053,0.0,7.0,high
4259,43.0,0.0,180.6881854194108,1.0,8.0,high
4260,27.0,0.0,169.065113125398,1.0,10.0,high
4261,33.0,0.0,164.8096241424116,0.0,2.0,low
4262,54.0,1.0,185.6462178444868,1.0,3.0,high
4263,33.0,0.0,173.24701388717995,1.0,1.0,medium
4264,34.0,0.0,162.7835617331692,1.0,5.0,medium
4265,49.0,0.0,162.58398863611473,0.0,1.0,medium
4268,48.0,0.0,173.63409049830005,1.0,5.0,medium
4270,44.0,0.0,163.76865602490102,1.0,5.0,high
4271,61.0,0.0,168.17231365483195,0.0,9.0,high
4273,36.0,0.0,167.34723555728476,0.0,8.0,medium
4274,39.0,0.0,177.22094543582656,1.0,3.0,medium
4275,41.0,0.0,150.66489760307326,0.0,8.0,high
4277,28.0,1.0,188.9705761303281,1.0,4.0,high
4278,21.0,0.0,165.45578510652393,1.0,5.0,medium
4280,40.0,1.0,163.4505741752268,1.0,4.0,medium
4281,17.0,0.0,175.5687539469517,0.0,7.0,high
4282,45.0,1.0,175.15901427850815,0.0,3.0,high
4284,45.0,0.0,153.225988020218,0.0,4.0,high
4285,24.0,0.0,152.58487688334162,1.0,3.0,medium
4287,29.0,0.0,134.41156063086743,1.0,7.0,medium
4288,44.0,0.0,171.30761232613213,1.0,7.0,high
4289,42.0,0.0,176.04684732493808,1.0,3.0,medium
4290,27.0,0.0,172.78501649594543,0.0,1.0,medium
4291,33.0,0.0,175.64148169576185,1.0,3.0,medium
4292,36.0,1.0,178.98717139615752,0.0,9.0,high
4293,43.0,0.0,179.61786395521978,1.0,3.0,medium
4294,32.0,0.0,153.1163526058469,1.0,4.0,medium
4295,44.0,0.0,181.9195821207076,0.0,6.0,medium
4296,36.0,0.0,168.66485259823102,0.0,10.0,medium
4299,41.0,0.0,170.0888884198688,0.0,2.0,high
4300,31.0,1.0,156.28548067413882,1.0,10.0,high
4301,35.0,1.0,189.2145647012144,1.0,7.0,high
4303,37.0,0.0,168.7919964642696,0.0,3.0,medium
4304,39.0,0.0,144.8627070855158,0.0,9.0,medium
4305,55.0,0.0,170.962616521173,0.0,9.0,high
4306,31.0,0.0,171.7991278628877,1.0,7.0,medium
4307,53.0,1.0,165.30688226094523,1.0,7.0,high
4308,36.0,0.0,164.36194244880303,1.0,2.0,high
4309,53.0,0.0,165.39256208331858,0.0,8.0,high
4310,46.0,0.0,177.22935388626593,1.0,5.0,high
4312,17.0,0.0,174.00259289053787,1.0,7.0,medium
4313,38.0,1.0,185.78391671568323,1.0,8.0,high
4314,57.0,0.0,144.94177783236617,0.0,9.0,high
4316,54.0,0.0,168.52467679574747,0.0,6.0,high
4317,56.0,0.0,158.5252144869288,0.0,8.0,high
4320,28.0,1.0,169.54134149331213,1.0,9.0,high
4321,44.0,1.0,154.20629291531313,1.0,4.0,high
4322,37.0,1.0,163.0724060922219,0.0,9.0,high
4323,60.0,0.0,158.59866769172365,1.0,10.0,high
4324,34.0,1.0,174.1890808438855,0.0,2.0,medium
4325,38.0,1.0,167.67245410953635,0.0,1.0,medium
4326,47.0,0.0,142.50116177181064,1.0,10.0,high
4327,20.0,0.0,157.5231998703081,1.0,5.0,medium
4328,54.0,0.0,159.62102232301322,1.0,9.0,high
4329,11.0,0.0,174.62930553752844,0.0,10.0,medium
4330,32.0,1.0,175.8577139177219,0.0,7.0,medium
4332,41.0,1.0,172.37227566686735,0.0,2.0,high
4334,54.0,0.0,146.88613090045422,0.0,7.0,high
4335,47.0,0.0,166.02080479708542,1.0,2.0,medium
4336,41.0,0.0,172.4471715279356,0.0,7.0,medium
4337,35.0,0.0,151.17072018822896,0.0,4.0,medium
4338,20.0,0.0,142.08760873643607,0.0,9.0,medium
4340,43.0,0.0,161.72667491211143,1.0,5.0,high
4341,32.0,0.0,153.08668550126728,0.0,10.0,medium
4342,47.0,1.0,178.84728513198613,1.0,4.0,high
4344,40.0,0.0,164.61784533226154,0.0,9.0,high
4345,51.0,0.0,170.25323750833218,1.0,8.0,high
4346,47.0,1.0,163.23300251065265,1.0,3.0,high
4348,15.0,1.0,155.36873927120283,0.0,9.0,medium
4349,26.0,0.0,149.9176389471932,1.0,6.0,medium
4350,44.0,0.0,175.3532904525351,1.0,7.0,high
4351,38.0,0.0,152.79399278874348,1.0,8.0,medium
4352,38.0,0.0,166.46772494577982,1.0,8.0,medium
4354,26.0,0.0,159.99881944737018,1.0,3.0,medium
4355,44.0,0.0,152.98929275294915,0.0,1.0,medium
4356,30.0,0.0,162.60624871531314,1.0,4.0,medium
4358,48.0,0.0,157.74781004301622,1.0,8.0,high
4359,47.0,0.0,160.13814004940244,1.0,4.0,medium
4360,27.0,1.0,171.57616513670084,0.0,9.0,high
4363,37.0,0.0,171.41580052715224,0.0,9.0,medium
4364,39.0,0.0,174.0855279684416,0.0,3.0,low
4365,32.0,0.0,152.66356713993653,0.0,8.0,medium
4366,38.0,0.0,156.81657092944,1.0,6.0,medium
4368,37.0,0.0,166.02184472655145,1.0,2.0,medium
4369,44.0,0.0,161.4067534694185,1.0,5.0,medium
4371,37.0,0.0,159.74443398249116,1.0,10.0,medium
4372,31.0,1.0,177.7560859831016,1.0,5.0,high
4373,46.0,0.0,174.05861916036622,1.0,6.0,high
4374,30.0,0.0,160.94083414481102,0.0,4.0,medium
4375,33.0,0.0,172.29300554903205,0.0,3.0,medium
4377,30.0,0.0,152.2778089763889,0.0,9.0,medium
4378,50.0,0.0,167.4445912016033,0.0,4.0,medium
4379,37.0,0.0,169.82174179701798,1.0,8.0,high
4381,29.0,1.0,162.09248041257976,1.0,3.0,high
4382,41.0,0.0,152.1711153491204,1.0,2.0,medium
4383,49.0,0.0,191.4283679226853,0.0,9.0,high
4384,50.0,1.0,173.12586954189106,1.0,6.0,high
4387,29.0,0.0,170.64307704676412,1.0,1.0,medium
4389,29.0,0.0,160.49416679886596,1.0,10.0,high
4390,35.0,0.0,149.6098213578373,1.0,4.0,high
4391,31.0,1.0,171.94076521688044,1.0,1.0,medium
4392,35.0,0.0,151.27548808813708,0.0,8.0,medium
4393,46.0,0.0,173.29603516291067,0.0,9.0,high
4394,32.0,0.0,158.78880457839804,0.0,2.0,medium
4395,33.0,0.0,165.56353971134698,1.0,6.0,medium
4397,25.0,0.0,186.9444832865304,1.0,6.0,high
4398,32.0,0.0,160.70717931563314,0.0,5.0,medium
4399,40.0,0.0,175.22601928740414,1.0,1.0,medium
4400,38.0,0.0,168.54467080624386,1.0,5.0,medium
4401,32.0,0.0,182.5277514532348,0.0,7.0,medium
4402,54.0,0.0,168.76464967169602,0.0,3.0,medium
4403,28.0,0.0,179.0156006451024,1.0,6.0,high
4404,37.0,0.0,186.36460595212736,1.0,3.0,high
4405,33.0,1.0,179.58634324753507,1.0,7.0,high
4406,47.0,0.0,187.14282549690475,1.0,2.0,high
4407,57.0,0.0,157.0620049708134,0.0,4.0,medium
4409,33.0,0.0,157.62440362006922,0.0,2.0,medium
4411,34.0,0.0,170.5070030060972,0.0,3.0,low
4416,56.0,0.0,164.3494227053247,1.0,1.0,high
4417,42.0,0.0,162.42593245953492,1.0,3.0,medium
4419,32.0,1.0,184.749422762558,1.0,4.0,high
4420,61.0,0.0,155.9730489180392,0.0,6.0,medium
4421,40.0,1.0,162.51971504393308,0.0,5.0,high
4422,44.0,0.0,152.73319204812208,1.0,1.0,high
4423,38.0,0.0,162.52305397803687,1.0,4.0,medium
4425,31.0,0.0,161.71789757874694,0.0,4.0,medium
4426,48.0,0.0,152.00584562937135,1.0,4.0,high
4429,34.0,1.0,165.32248554832034,0.0,7.0,high
4430,34.0,0.0,176.89591660361353,1.0,3.0,medium
4431,57.0,0.0,171.26125812907728,1.0,1.0,medium
4432,15.0,0.0,154.55388601974926,1.0,5.0,medium
4433,49.0,0.0,153.90034004794526,0.0,3.0,medium
4434,48.0,0.0,145.56225194942567,1.0,7.0,high
4437,33.0,0.0,163.9161260678007,0.0,3.0,medium
4438,44.0,0.0,160.53017936718257,1.0,3.0,high
4439,28.0,0.0,169.81913706746752,0.0,8.0,medium
4440,54.0,0.0,172.63992651839845,1.0,8.0,high
4441,57.0,0.0,158.58744460361493,1.0,9.0,high
4442,44.0,0.0,136.7025319978444,0.0,2.0,medium
4443,58.0,0.0,169.81925499305305,1.0,7.0,high
4444,42.0,1.0,150.3985181047338,1.0,5.0,high
4445,29.0,0.0,179.56070032666855,1.0,6.0,high
4446,37.0,0.0,158.07524671339175,0.0,3.0,medium
4447,50.0,0.0,166.50871702206624,1.0,8.0,high
4448,41.0,0.0,175.37034753973177,0.0,1.0,medium
4449,49.0,0.0,169.71096957592545,1.0,7.0,high
4450,52.0,0.0,172.77234098298493,0.0,6.0,high
4451,38.0,0.0,164.4241800989312,1.0,3.0,high
4452,29.0,1.0,164.4943123445136,0.0,1.0,medium
4453,55.0,0.0,180.00060382964108,1.0,6.0,high
4454,44.0,0.0,163.20071162242385,1.0,5.0,medium
4457,44.0,0.0,189.05336888592905,1.0,5.0,medium
4459,41.0,0.0,159.897872586667,1.0,3.0,high
4462,47.0,0.0,167.06936127766755,0.0,1.0,medium
4463,33.0,0.0,170.44227487314774,0.0,3.0,medium
4464,28.0,1.0,172.6269985774815,1.0,2.0,high
4465,44.0,0.0,169.86869431056783,1.0,7.0,high
4466,32.0,0.0,152.73901180834997,1.0,1.0,medium
4467,21.0,0.0,167.23360204863928,0.0,3.0,medium
4468,47.0,0.0,163.76113850847204,1.0,7.0,medium
4469,38.0,0.0,167.4039557900123,1.0,3.0,medium
4470,31.0,1.0,159.49257265424626,0.0,10.0,high
4471,46.0,0.0,166.9089166951398,1.0,1.0,high
4472,48.0,0.0,171.6381846177124,0.0,9.0,high
4473,38.0,0.0,167.29609552962614,1.0,3.0,medium
4474,52.0,1.0,162.4027634287365,1.0,1.0,high
4475,36.0,0.0,164.52426743898712,1.0,1.0,medium
4476,54.0,0.0,171.13066962993017,0.0,7.0,high
4477,40.0,1.0,167.10134097454005,0.0,1.0,medium
4478,43.0,0.0,176.51254806979014,0.0,7.0,medium
4479,52.0,0.0,184.46706564588533,0.0,10.0,high
4480,28.0,0.0,175.369503810551,0.0,7.0,medium
4481,36.0,0.0,166.26528042176437,0.0,1.0,medium
4482,53.0,0.0,165.05936146902528,1.0,9.0,high
4484,52.0,1.0,173.962775484306,0.0,2.0,high
4485,39.0,1.0,159.0468854618142,1.0,8.0,high
4486,36.0,0.0,154.00835570123604,1.0,8.0,high
4489,22.0,0.0,162.33610635640974,0.0,4.0,medium
4490,43.0,0.0,185.26853380791704,1.0,5.0,high
4491,43.0,0.0,166.97076404062113,1.0,8.0,high
4492,29.0,0.0,183.39417878583643,1.0,8.0,medium
4494,47.0,1.0,168.25534296719505,0.0,1.0,high
4496,43.0,0.0,175.59173985026433,0.0,1.0,medium
4497,45.0,0.0,156.6557025412229,1.0,8.0,high
4499,41.0,1.0,154.06030084643234,0.0,1.0,high
4502,28.0,1.0,170.932149151841,1.0,3.0,high
4507,35.0,0.0,202.9745672638867,0.0,4.0,medium
4508,61.0,1.0,173.41609532890442,0.0,7.0,high
4512,56.0,0.0,166.86844219376127,1.0,1.0,high
4513,55.0,0.0,155.84080477270075,0.0,6.0,high
4514,27.0,1.0,152.2753789535228,0.0,10.0,high
4515,40.0,1.0,189.39723124870685,1.0,1.0,medium
4516,49.0,0.0,171.7485528279557,0.0,1.0,medium
4517,49.0,0.0,183.3932214636945,1.0,10.0,high
4518,39.0,0.0,169.75502009957745,0.0,9.0,medium
4519,41.0,0.0,179.52848582328485,1.0,9.0,high
4521,47.0,0.0,151.29713337915234,1.0,2.0,medium
4523,41.0,0.0,164.02494913685877,0.0,7.0,medium
4524,24.0,1.0,175.36360844570618,0.0,8.0,high
4525,47.0,0.0,149.07231263466474,1.0,4.0,medium
