,age,gender,is_hereditary,is_smoker,stress,bald_prob
1644,50.0,0,0.0,0.0,6.0,medium
1646,30.0,1,0.0,1.0,2.0,medium
1648,56.0,1,0.0,1.0,5.0,high
1650,32.0,1,1.0,1.0,2.0,high
1652,33.0,1,0.0,1.0,4.0,medium
1653,55.0,1,0.0,1.0,7.0,high
1655,39.0,1,1.0,1.0,6.0,high
1656,58.0,1,0.0,0.0,9.0,high
1658,53.0,0,1.0,0.0,5.0,high
1659,47.0,1,0.0,0.0,1.0,medium
1660,37.0,0,0.0,0.0,4.0,medium
1662,54.0,1,0.0,1.0,4.0,high
1664,22.0,0,1.0,0.0,5.0,medium
1665,52.0,0,0.0,1.0,2.0,high
1666,45.0,0,0.0,1.0,1.0,medium
1668,44.0,0,0.0,0.0,6.0,medium
1669,42.0,1,0.0,1.0,4.0,medium
1670,33.0,0,0.0,0.0,4.0,low
1671,42.0,1,1.0,0.0,4.0,high
1672,33.0,0,0.0,1.0,1.0,medium
1673,31.0,1,0.0,0.0,10.0,medium
1674,42.0,1,0.0,1.0,8.0,high
1675,51.0,0,1.0,1.0,7.0,high
1676,55.0,1,0.0,0.0,6.0,high
1677,38.0,1,1.0,0.0,7.0,high
1678,38.0,1,0.0,1.0,8.0,low
1680,60.0,0,0.0,1.0,8.0,high
1681,35.0,1,1.0,0.0,3.0,high
1684,27.0,1,0.0,0.0,9.0,medium
1685,55.0,0,0.0,0.0,2.0,medium
1686,43.0,1,0.0,0.0,4.0,medium
1687,44.0,0,0.0,1.0,3.0,medium
1691,38.0,1,0.0,1.0,3.0,medium
1693,46.0,1,1.0,1.0,9.0,high
1694,39.0,1,0.0,0.0,8.0,high
1695,66.0,1,0.0,0.0,9.0,high
1696,45.0,1,0.0,1.0,4.0,high
1697,49.0,1,0.0,1.0,2.0,high
1698,41.0,1,0.0,0.0,6.0,medium
1699,57.0,0,0.0,0.0,9.0,high
1700,37.0,0,0.0,1.0,3.0,medium
1701,43.0,0,0.0,0.0,8.0,medium
1702,47.0,1,0.0,1.0,9.0,high
1703,37.0,1,0.0,1.0,4.0,medium
1704,46.0,0,0.0,1.0,5.0,high
1705,36.0,0,0.0,0.0,6.0,medium
1706,36.0,1,0.0,1.0,3.0,medium
1707,33.0,1,0.0,0.0,2.0,medium
1709,45.0,0,1.0,0.0,10.0,high
1711,60.0,1,0.0,1.0,10.0,high
1715,47.0,1,0.0,1.0,8.0,high
1716,41.0,1,1.0,0.0,4.0,high
1717,55.0,1,0.0,1.0,6.0,high
1719,45.0,1,0.0,0.0,1.0,medium
1720,51.0,1,0.0,1.0,9.0,high
1721,33.0,1,1.0,1.0,6.0,high
1722,23.0,1,1.0,1.0,2.0,high
1723,33.0,0,0.0,0.0,6.0,medium
1727,50.0,1,0.0,0.0,3.0,medium
1728,40.0,1,1.0,1.0,1.0,high
1729,48.0,1,0.0,0.0,8.0,medium
1730,43.0,1,1.0,1.0,3.0,high
1731,23.0,1,0.0,1.0,2.0,high
1732,48.0,1,0.0,0.0,3.0,medium
1734,40.0,0,0.0,0.0,10.0,medium
1736,47.0,1,1.0,1.0,6.0,high
1737,52.0,1,0.0,1.0,7.0,high
1738,44.0,1,0.0,0.0,10.0,high
1739,46.0,1,0.0,1.0,9.0,high
1740,46.0,1,0.0,0.0,1.0,medium
1741,32.0,1,1.0,0.0,9.0,high
1742,37.0,1,1.0,0.0,10.0,high
1743,36.0,1,1.0,0.0,1.0,medium
1744,40.0,1,0.0,0.0,8.0,high
1745,32.0,1,0.0,1.0,4.0,high
1748,55.0,1,0.0,1.0,3.0,high
1749,41.0,0,0.0,1.0,9.0,high
1750,30.0,1,0.0,1.0,2.0,medium
1752,31.0,0,0.0,1.0,6.0,medium
1753,43.0,0,0.0,1.0,9.0,medium
1754,53.0,1,0.0,1.0,3.0,high
1755,36.0,1,0.0,1.0,4.0,medium
1757,48.0,1,0.0,1.0,1.0,high
1758,44.0,1,1.0,1.0,3.0,high
1759,41.0,0,1.0,1.0,10.0,high
1760,39.0,1,0.0,1.0,1.0,medium
1761,45.0,1,1.0,1.0,8.0,high
1762,24.0,1,1.0,0.0,3.0,high
1763,39.0,1,1.0,0.0,9.0,high
1764,57.0,1,0.0,1.0,7.0,high
1765,25.0,1,0.0,0.0,2.0,medium
1766,33.0,0,0.0,0.0,3.0,medium
1767,37.0,1,1.0,1.0,8.0,high
1768,31.0,1,0.0,1.0,9.0,medium
1769,50.0,1,0.0,0.0,3.0,medium
1773,36.0,1,0.0,0.0,6.0,high
1774,27.0,1,0.0,0.0,4.0,medium
1776,42.0,1,0.0,0.0,2.0,medium
1777,48.0,1,1.0,1.0,6.0,high
1779,49.0,1,1.0,0.0,5.0,high
1780,45.0,1,0.0,1.0,6.0,high
1781,29.0,1,0.0,1.0,8.0,high
1782,33.0,1,1.0,1.0,10.0,high
1783,41.0,0,0.0,1.0,6.0,high
1784,42.0,1,1.0,0.0,8.0,high
1785,19.0,1,0.0,0.0,8.0,medium
1786,39.0,1,0.0,0.0,10.0,medium
1787,53.0,1,0.0,0.0,3.0,high
1788,51.0,1,0.0,0.0,2.0,medium
1789,47.0,1,0.0,0.0,8.0,medium
1790,56.0,0,0.0,0.0,2.0,medium
1793,35.0,1,1.0,1.0,2.0,high
1794,26.0,0,0.0,1.0,5.0,medium
1795,35.0,1,1.0,1.0,4.0,high
1796,17.0,0,0.0,0.0,10.0,medium
1797,40.0,1,0.0,0.0,7.0,high
1798,36.0,1,1.0,0.0,10.0,high
1799,57.0,1,0.0,0.0,3.0,high
1800,38.0,1,0.0,1.0,2.0,medium
1802,22.0,1,0.0,0.0,10.0,medium
1803,46.0,1,1.0,1.0,5.0,high
1804,36.0,0,1.0,1.0,4.0,high
1805,47.0,1,0.0,0.0,6.0,medium
1806,36.0,0,0.0,0.0,10.0,medium
1807,37.0,1,1.0,1.0,9.0,high
1808,32.0,1,0.0,1.0,3.0,high
1810,43.0,1,0.0,0.0,10.0,high
1811,55.0,1,0.0,1.0,7.0,high
1813,45.0,0,1.0,1.0,7.0,high
1814,39.0,1,1.0,0.0,3.0,high
1816,44.0,1,0.0,0.0,3.0,high
1818,48.0,0,0.0,0.0,1.0,medium
1819,52.0,0,0.0,0.0,5.0,high
1821,52.0,0,0.0,0.0,5.0,medium
1822,29.0,1,0.0,1.0,10.0,high
1823,33.0,1,0.0,1.0,5.0,medium
1825,41.0,1,1.0,1.0,3.0,high
1827,25.0,1,1.0,0.0,4.0,high
1830,34.0,1,0.0,1.0,7.0,medium
1831,37.0,0,1.0,1.0,5.0,medium
1832,45.0,0,0.0,1.0,9.0,high
1833,44.0,0,1.0,0.0,6.0,high
1834,55.0,0,0.0,1.0,8.0,high
1836,38.0,1,1.0,1.0,8.0,high
1837,39.0,0,0.0,0.0,1.0,medium
1838,31.0,1,0.0,1.0,5.0,high
1841,54.0,1,0.0,1.0,2.0,high
1842,41.0,1,0.0,0.0,1.0,medium
1843,29.0,1,1.0,0.0,7.0,high
1844,34.0,0,0.0,0.0,4.0,high
1846,37.0,1,1.0,1.0,4.0,high
1847,41.0,1,0.0,0.0,3.0,high
1848,37.0,1,0.0,1.0,8.0,medium
1849,50.0,1,1.0,1.0,5.0,high
1850,50.0,1,0.0,0.0,6.0,high
1851,21.0,0,1.0,0.0,3.0,medium
1852,56.0,1,0.0,1.0,5.0,high
1853,22.0,0,0.0,1.0,4.0,medium
1854,51.0,1,0.0,1.0,6.0,high
1855,39.0,0,0.0,1.0,6.0,medium
1856,28.0,0,0.0,1.0,4.0,medium
1857,44.0,0,1.0,1.0,1.0,high
1860,39.0,1,0.0,0.0,9.0,high
1861,40.0,1,0.0,1.0,9.0,medium
1862,55.0,1,0.0,1.0,9.0,high
1864,41.0,1,1.0,1.0,8.0,high
1865,35.0,1,0.0,1.0,1.0,medium
1866,40.0,1,0.0,0.0,6.0,medium
1867,40.0,0,0.0,0.0,6.0,medium
1868,45.0,0,1.0,1.0,2.0,high
1870,31.0,1,0.0,0.0,5.0,medium
1871,37.0,1,0.0,0.0,1.0,medium
1872,49.0,1,0.0,0.0,10.0,high
1873,39.0,1,0.0,0.0,4.0,medium
1874,48.0,1,0.0,0.0,8.0,high
1875,52.0,0,0.0,1.0,2.0,high
1876,43.0,1,0.0,1.0,2.0,high
1877,48.0,1,1.0,1.0,6.0,high
1878,33.0,0,0.0,1.0,7.0,high
1879,41.0,0,0.0,1.0,4.0,high
1880,50.0,1,1.0,0.0,4.0,high
1882,19.0,1,0.0,0.0,6.0,medium
1883,38.0,1,0.0,1.0,1.0,high
1884,38.0,0,0.0,0.0,6.0,medium
1885,43.0,1,0.0,1.0,2.0,medium
1886,43.0,1,0.0,1.0,9.0,high
1887,32.0,1,0.0,1.0,5.0,medium
1888,34.0,0,0.0,1.0,6.0,medium
1889,32.0,1,0.0,0.0,3.0,medium
1890,37.0,1,0.0,0.0,10.0,medium
1891,44.0,0,0.0,0.0,6.0,high
1893,50.0,1,1.0,0.0,3.0,high
1894,24.0,1,0.0,1.0,3.0,medium
1895,50.0,1,0.0,0.0,1.0,medium
1896,57.0,1,0.0,0.0,9.0,high
1897,35.0,1,0.0,0.0,10.0,high
1898,27.0,1,0.0,0.0,3.0,medium
1899,46.0,0,0.0,0.0,6.0,medium
1900,19.0,0,0.0,1.0,9.0,medium
1901,39.0,1,1.0,1.0,9.0,high
1903,38.0,1,0.0,0.0,10.0,high
1904,30.0,0,0.0,1.0,1.0,medium
1905,25.0,1,1.0,0.0,5.0,high
1906,51.0,0,0.0,0.0,9.0,medium
1907,40.0,0,0.0,0.0,3.0,low
1908,35.0,1,1.0,0.0,5.0,medium
1909,31.0,1,0.0,0.0,4.0,medium
1910,47.0,1,0.0,1.0,4.0,high
1913,26.0,1,0.0,0.0,7.0,medium
1914,34.0,1,0.0,1.0,3.0,medium
1916,57.0,1,0.0,1.0,8.0,high
1917,32.0,0,1.0,1.0,7.0,high
1918,48.0,0,0.0,0.0,4.0,medium
1919,40.0,1,0.0,1.0,1.0,high
1920,30.0,0,0.0,0.0,8.0,medium
1921,35.0,0,0.0,1.0,9.0,medium
1922,58.0,1,1.0,1.0,2.0,high
1924,39.0,1,0.0,0.0,4.0,medium
1925,27.0,0,1.0,1.0,9.0,high
1926,49.0,1,0.0,1.0,8.0,high
1927,48.0,0,1.0,0.0,2.0,high
1928,38.0,0,0.0,0.0,10.0,medium
1929,36.0,1,0.0,0.0,6.0,medium
1931,51.0,1,0.0,1.0,6.0,high
1932,28.0,1,0.0,1.0,6.0,high
1933,41.0,1,0.0,1.0,6.0,high
1934,39.0,1,0.0,1.0,9.0,medium
1935,25.0,0,0.0,1.0,8.0,medium
1936,41.0,0,0.0,0.0,4.0,medium
1938,33.0,1,0.0,1.0,8.0,high
1939,22.0,1,1.0,1.0,7.0,high
1940,42.0,1,0.0,0.0,2.0,medium
1941,56.0,1,0.0,0.0,1.0,high
1942,43.0,1,1.0,0.0,7.0,high
1943,47.0,1,0.0,1.0,10.0,high
1944,21.0,1,0.0,0.0,5.0,medium
1945,58.0,1,1.0,1.0,5.0,high
1946,38.0,1,0.0,0.0,7.0,medium
1948,39.0,0,0.0,1.0,10.0,medium
1949,42.0,0,0.0,0.0,6.0,medium
1950,48.0,1,0.0,1.0,2.0,high
1951,53.0,1,0.0,0.0,6.0,high
1952,42.0,0,0.0,0.0,5.0,medium
1953,39.0,0,0.0,0.0,7.0,medium
1954,69.0,1,0.0,0.0,6.0,high
1955,60.0,0,0.0,1.0,5.0,high
1957,39.0,1,0.0,1.0,7.0,medium
1959,34.0,1,0.0,1.0,5.0,medium
1960,30.0,1,1.0,0.0,2.0,high
1962,58.0,1,1.0,1.0,4.0,high
1963,35.0,0,0.0,1.0,1.0,medium
1964,26.0,1,0.0,1.0,5.0,medium
1965,45.0,1,0.0,0.0,1.0,medium
1966,28.0,1,0.0,1.0,8.0,high
1967,18.0,0,0.0,1.0,8.0,medium
1968,47.0,0,0.0,0.0,9.0,medium
1970,20.0,1,0.0,1.0,1.0,medium
1971,43.0,1,0.0,1.0,7.0,high
1972,44.0,1,0.0,0.0,5.0,medium
1973,32.0,1,0.0,1.0,1.0,medium
1975,43.0,1,0.0,0.0,3.0,high
1976,37.0,1,0.0,1.0,1.0,medium
1977,41.0,1,0.0,1.0,1.0,medium
1978,47.0,1,0.0,1.0,1.0,medium
1979,45.0,0,0.0,1.0,4.0,medium
1981,60.0,1,0.0,1.0,2.0,high
1982,30.0,1,1.0,1.0,7.0,high
1983,39.0,1,1.0,1.0,10.0,high
1985,56.0,1,0.0,0.0,1.0,medium
1986,18.0,1,0.0,1.0,10.0,high
1990,40.0,1,0.0,1.0,2.0,high
1991,22.0,1,0.0,0.0,3.0,medium
1993,48.0,1,0.0,0.0,8.0,medium
1994,21.0,1,1.0,1.0,6.0,high
1998,45.0,1,0.0,0.0,9.0,high
1999,38.0,0,0.0,1.0,7.0,medium
2000,34.0,1,0.0,0.0,3.0,medium
2001,25.0,1,0.0,1.0,5.0,medium
2002,43.0,0,0.0,0.0,3.0,medium
2003,36.0,1,0.0,0.0,3.0,medium
2005,18.0,1,0.0,0.0,3.0,medium
2006,46.0,1,0.0,1.0,1.0,high
2007,38.0,0,0.0,0.0,4.0,medium
2008,46.0,1,0.0,1.0,3.0,medium
2009,25.0,1,0.0,1.0,5.0,medium
2012,50.0,1,1.0,0.0,5.0,high
2013,48.0,1,0.0,0.0,5.0,medium
2014,28.0,0,0.0,1.0,8.0,high
2015,34.0,1,0.0,1.0,3.0,medium
2016,42.0,1,0.0,1.0,9.0,high
2018,35.0,1,0.0,1.0,8.0,medium
2020,49.0,1,0.0,1.0,1.0,high
2021,33.0,1,0.0,0.0,5.0,medium
2022,42.0,1,0.0,0.0,4.0,high
2023,43.0,1,0.0,0.0,4.0,medium
2025,33.0,1,0.0,1.0,5.0,high
2026,32.0,0,1.0,0.0,9.0,high
2029,33.0,1,0.0,1.0,6.0,high
2032,35.0,1,1.0,1.0,3.0,high
2033,41.0,1,0.0,0.0,8.0,medium
2034,58.0,1,0.0,1.0,10.0,high
2035,44.0,1,0.0,0.0,10.0,high
2036,52.0,1,0.0,0.0,10.0,high
2039,45.0,0,0.0,1.0,8.0,medium
2040,31.0,1,1.0,1.0,10.0,high
2041,22.0,1,0.0,1.0,2.0,medium
2042,35.0,0,0.0,1.0,10.0,medium
2043,36.0,0,1.0,1.0,6.0,high
2044,47.0,1,1.0,0.0,1.0,high
2046,60.0,1,0.0,1.0,3.0,high
2048,30.0,0,0.0,1.0,1.0,medium
2049,43.0,1,0.0,1.0,6.0,high
2050,27.0,0,0.0,1.0,10.0,high
2051,46.0,1,1.0,1.0,1.0,high
2052,35.0,1,0.0,1.0,10.0,high
2053,37.0,0,0.0,0.0,2.0,medium
2054,51.0,1,0.0,0.0,2.0,medium
2055,58.0,1,0.0,0.0,9.0,high
2056,29.0,1,0.0,1.0,4.0,medium
2057,31.0,1,0.0,0.0,4.0,medium
2058,39.0,0,0.0,1.0,1.0,medium
2059,40.0,1,0.0,0.0,9.0,medium
2060,48.0,0,1.0,1.0,6.0,high
2061,49.0,0,0.0,1.0,5.0,high
2062,37.0,1,1.0,1.0,2.0,high
2063,39.0,1,0.0,1.0,8.0,medium
2064,40.0,0,0.0,1.0,3.0,medium
2065,56.0,1,1.0,1.0,3.0,high
2067,45.0,1,0.0,1.0,3.0,medium
2068,37.0,0,0.0,1.0,3.0,medium
2069,33.0,0,1.0,1.0,5.0,high
2071,42.0,1,0.0,1.0,3.0,high
2072,45.0,0,1.0,0.0,4.0,high
2073,40.0,1,0.0,1.0,3.0,medium
2074,46.0,1,0.0,1.0,3.0,high
2076,40.0,0,0.0,1.0,5.0,medium
2078,41.0,0,0.0,1.0,9.0,high
2079,37.0,1,0.0,0.0,10.0,medium
2080,39.0,1,0.0,0.0,6.0,medium
2082,41.0,0,0.0,0.0,10.0,medium
2083,35.0,0,0.0,1.0,1.0,medium
2085,21.0,1,0.0,1.0,10.0,high
2086,41.0,1,0.0,0.0,2.0,medium
2087,37.0,1,0.0,1.0,10.0,high
2088,46.0,1,0.0,1.0,2.0,high
2090,44.0,0,1.0,1.0,9.0,high
2091,37.0,0,0.0,0.0,10.0,medium
2092,36.0,1,0.0,0.0,3.0,medium
2095,48.0,1,0.0,0.0,4.0,medium
2096,43.0,1,1.0,1.0,1.0,high
2097,32.0,1,0.0,0.0,7.0,medium
2098,49.0,1,0.0,1.0,2.0,high
2099,47.0,1,0.0,1.0,10.0,high
2101,33.0,1,0.0,0.0,2.0,medium
2102,39.0,0,0.0,0.0,6.0,medium
2103,44.0,1,0.0,0.0,9.0,medium
2104,57.0,1,0.0,1.0,8.0,high
2106,57.0,0,0.0,1.0,4.0,high
2107,45.0,1,0.0,1.0,5.0,high
2108,52.0,1,0.0,1.0,5.0,high
2109,28.0,0,0.0,1.0,8.0,medium
2110,30.0,0,1.0,0.0,6.0,medium
2111,31.0,1,0.0,0.0,4.0,medium
2113,35.0,1,0.0,1.0,4.0,medium
2114,49.0,1,0.0,0.0,6.0,medium
2115,31.0,1,0.0,0.0,9.0,medium
2116,29.0,1,0.0,1.0,5.0,medium
2117,44.0,1,1.0,1.0,3.0,high
2118,36.0,0,0.0,1.0,6.0,medium
2119,31.0,1,0.0,1.0,2.0,high
2121,47.0,0,0.0,1.0,3.0,high
2123,32.0,1,0.0,1.0,8.0,high
2124,57.0,1,0.0,1.0,2.0,high
2125,44.0,1,0.0,0.0,7.0,high
2126,55.0,0,1.0,0.0,8.0,high
2127,17.0,0,0.0,0.0,3.0,low
2128,55.0,0,1.0,0.0,2.0,high
2129,37.0,0,0.0,0.0,8.0,medium
2130,47.0,0,0.0,0.0,10.0,medium
2132,28.0,1,0.0,0.0,9.0,medium
2133,46.0,1,1.0,1.0,4.0,high
2135,63.0,1,1.0,0.0,1.0,high
2136,29.0,0,0.0,0.0,8.0,medium
2137,45.0,1,1.0,0.0,7.0,high
2139,37.0,1,1.0,0.0,1.0,high
2140,38.0,1,0.0,0.0,7.0,medium
2141,40.0,0,0.0,0.0,4.0,medium
2142,40.0,1,0.0,0.0,7.0,medium
2143,42.0,1,0.0,0.0,5.0,high
2146,37.0,1,0.0,1.0,9.0,high
2148,33.0,1,0.0,0.0,7.0,medium
2149,33.0,1,0.0,1.0,5.0,high
2151,42.0,1,0.0,1.0,9.0,high
2152,36.0,1,0.0,0.0,4.0,medium
2153,46.0,1,0.0,0.0,2.0,medium
2155,54.0,0,0.0,0.0,2.0,medium
2157,35.0,0,0.0,0.0,7.0,medium
2158,59.0,1,0.0,1.0,5.0,high
2160,27.0,1,0.0,0.0,1.0,low
2161,57.0,1,0.0,1.0,8.0,high
2162,30.0,1,0.0,1.0,4.0,medium
2164,46.0,0,1.0,1.0,8.0,high
2165,48.0,0,0.0,1.0,7.0,high
2166,31.0,1,1.0,1.0,3.0,high
2168,45.0,0,0.0,1.0,1.0,medium
2169,33.0,1,0.0,0.0,5.0,medium
2170,49.0,1,0.0,0.0,9.0,medium
2175,42.0,1,0.0,0.0,2.0,medium
2176,53.0,0,0.0,0.0,2.0,high
2177,33.0,1,0.0,0.0,7.0,medium
2179,40.0,1,0.0,1.0,6.0,high
2180,44.0,1,0.0,1.0,1.0,medium
2182,29.0,1,0.0,0.0,10.0,medium
2184,41.0,1,0.0,0.0,10.0,high
2185,42.0,0,0.0,0.0,1.0,medium
2186,38.0,1,1.0,1.0,5.0,high
2187,48.0,1,0.0,0.0,8.0,medium
2189,33.0,1,1.0,0.0,4.0,high
2191,44.0,0,0.0,0.0,2.0,medium
2192,41.0,1,0.0,0.0,10.0,medium
2193,32.0,0,1.0,1.0,1.0,high
2195,52.0,1,0.0,1.0,2.0,high
2196,36.0,0,0.0,1.0,3.0,medium
2199,38.0,1,1.0,1.0,10.0,high
2200,44.0,0,0.0,0.0,1.0,low
2201,36.0,1,0.0,1.0,2.0,high
2202,43.0,1,0.0,1.0,3.0,high
2203,57.0,0,0.0,0.0,6.0,high
2204,35.0,0,0.0,1.0,6.0,medium
2205,32.0,1,0.0,0.0,1.0,medium
2206,56.0,0,0.0,1.0,2.0,medium
2207,36.0,1,0.0,0.0,6.0,high
2208,30.0,0,1.0,0.0,8.0,high
2209,38.0,0,1.0,1.0,6.0,high
2210,36.0,1,0.0,1.0,1.0,medium
2211,37.0,1,1.0,1.0,1.0,high
2212,25.0,1,0.0,1.0,2.0,high
2213,44.0,1,0.0,1.0,1.0,medium
2214,46.0,1,0.0,1.0,3.0,high
2215,65.0,1,0.0,1.0,9.0,high
2216,29.0,1,1.0,0.0,4.0,high
2217,51.0,0,0.0,1.0,2.0,high
2218,23.0,1,0.0,0.0,4.0,medium
2219,36.0,1,1.0,0.0,1.0,high
2220,38.0,1,0.0,0.0,3.0,medium
2221,49.0,1,0.0,0.0,8.0,high
2225,39.0,1,0.0,0.0,1.0,medium
2227,56.0,0,0.0,1.0,2.0,high
2228,54.0,0,0.0,1.0,2.0,medium
2229,36.0,0,0.0,1.0,5.0,medium
2230,11.0,1,0.0,0.0,2.0,medium
2231,29.0,1,0.0,1.0,5.0,medium
2233,31.0,1,0.0,0.0,5.0,medium
2234,35.0,0,1.0,1.0,6.0,medium
2235,43.0,0,0.0,1.0,7.0,medium
2236,50.0,0,0.0,1.0,8.0,medium
2237,29.0,0,0.0,1.0,6.0,medium
2240,52.0,1,0.0,1.0,6.0,high
2241,47.0,1,0.0,1.0,7.0,high
2243,49.0,1,0.0,0.0,9.0,high
2245,52.0,1,0.0,0.0,5.0,high
2246,40.0,1,0.0,0.0,3.0,medium
2247,35.0,1,0.0,1.0,8.0,high
2249,50.0,1,0.0,1.0,7.0,high
2250,45.0,0,0.0,1.0,3.0,medium
2251,45.0,1,1.0,0.0,9.0,high
2252,38.0,1,0.0,1.0,5.0,high
2253,34.0,0,0.0,0.0,7.0,medium
2254,27.0,1,0.0,1.0,7.0,medium
2255,26.0,0,0.0,0.0,3.0,low
2256,29.0,0,1.0,0.0,5.0,medium
2258,42.0,1,0.0,1.0,7.0,medium
2259,22.0,1,1.0,0.0,2.0,high
2261,31.0,1,1.0,1.0,7.0,high
2263,37.0,1,0.0,0.0,9.0,high
2264,28.0,1,0.0,1.0,2.0,medium
2265,39.0,1,0.0,0.0,9.0,medium
2266,44.0,1,0.0,0.0,10.0,high
2267,58.0,1,0.0,0.0,5.0,high
2268,41.0,1,1.0,0.0,9.0,high
2269,44.0,1,0.0,0.0,5.0,medium
2270,51.0,0,0.0,0.0,10.0,high
2271,52.0,1,0.0,1.0,7.0,high
2273,41.0,1,0.0,1.0,3.0,high
2274,49.0,1,0.0,0.0,4.0,high
2275,32.0,0,0.0,1.0,9.0,medium
2276,53.0,0,0.0,1.0,1.0,high
2277,39.0,1,0.0,1.0,5.0,medium
2278,33.0,1,1.0,0.0,5.0,high
2279,40.0,1,1.0,1.0,1.0,high
2281,24.0,1,1.0,1.0,4.0,high
2282,53.0,0,0.0,0.0,7.0,medium
2283,36.0,1,0.0,0.0,7.0,medium
2284,45.0,0,0.0,1.0,10.0,high
2285,19.0,1,0.0,1.0,8.0,medium
2286,32.0,1,0.0,0.0,4.0,medium
2287,48.0,1,0.0,1.0,8.0,high
2288,32.0,1,1.0,1.0,5.0,high
2289,35.0,1,0.0,1.0,7.0,medium
2290,33.0,1,0.0,1.0,1.0,medium
2292,22.0,1,0.0,1.0,10.0,high
2293,40.0,0,0.0,1.0,7.0,medium
2294,33.0,1,0.0,1.0,7.0,medium
2295,57.0,1,0.0,0.0,5.0,high
2296,24.0,1,0.0,0.0,6.0,medium
2297,42.0,1,0.0,0.0,7.0,medium
2298,41.0,0,0.0,1.0,6.0,high
2299,37.0,0,1.0,1.0,9.0,high
2300,31.0,0,1.0,0.0,8.0,high
2302,25.0,1,0.0,1.0,9.0,high
2304,36.0,1,1.0,0.0,9.0,high
2306,41.0,0,0.0,1.0,5.0,medium
2307,44.0,1,0.0,0.0,3.0,medium
2308,60.0,1,0.0,0.0,10.0,high
2310,39.0,0,0.0,0.0,4.0,high
2311,54.0,0,0.0,1.0,2.0,medium
2313,48.0,1,0.0,0.0,2.0,medium
2314,52.0,1,0.0,1.0,2.0,high
2316,47.0,1,1.0,1.0,5.0,high
2317,40.0,0,0.0,0.0,8.0,medium
2318,30.0,1,0.0,0.0,9.0,medium
2319,19.0,1,0.0,1.0,10.0,medium
2320,56.0,1,0.0,1.0,3.0,high
2321,40.0,1,0.0,0.0,10.0,medium
2324,33.0,1,0.0,0.0,9.0,medium
2326,42.0,1,0.0,1.0,8.0,high
2327,44.0,1,0.0,0.0,9.0,high
2328,29.0,1,0.0,1.0,6.0,high
2329,41.0,1,0.0,1.0,3.0,high
2330,41.0,1,0.0,1.0,9.0,high
2331,47.0,1,0.0,0.0,1.0,medium
2332,49.0,1,0.0,0.0,9.0,high
2333,38.0,1,0.0,0.0,6.0,medium
2334,49.0,0,0.0,1.0,9.0,high
2335,20.0,0,0.0,0.0,3.0,low
2336,56.0,1,0.0,0.0,2.0,medium
2338,43.0,1,0.0,0.0,1.0,medium
2339,37.0,0,0.0,1.0,5.0,medium
2340,42.0,1,1.0,1.0,9.0,high
2341,37.0,1,0.0,1.0,4.0,high
2343,37.0,0,0.0,0.0,5.0,medium
2344,33.0,1,0.0,0.0,8.0,medium
2346,38.0,1,0.0,1.0,1.0,medium
2347,60.0,1,0.0,1.0,9.0,high
2348,36.0,1,0.0,1.0,3.0,medium
2349,27.0,0,1.0,0.0,10.0,medium
2350,75.0,1,0.0,0.0,3.0,medium
2352,44.0,1,0.0,0.0,3.0,medium
2355,30.0,1,0.0,1.0,10.0,medium
2356,33.0,1,0.0,0.0,7.0,medium
2357,49.0,0,1.0,1.0,6.0,high
2358,45.0,1,0.0,1.0,8.0,high
2362,20.0,1,0.0,1.0,3.0,high
2363,49.0,1,0.0,1.0,7.0,high
2364,32.0,1,0.0,0.0,4.0,medium
2365,32.0,0,0.0,0.0,9.0,medium
2366,32.0,1,0.0,0.0,5.0,medium
2367,36.0,1,0.0,0.0,3.0,medium
2370,54.0,0,0.0,0.0,1.0,medium
2372,34.0,1,0.0,0.0,8.0,medium
2374,38.0,1,1.0,1.0,2.0,high
2375,51.0,1,0.0,0.0,9.0,high
2377,30.0,1,0.0,0.0,6.0,medium
2378,48.0,1,1.0,0.0,7.0,high
2379,39.0,1,0.0,1.0,7.0,medium
2381,31.0,1,0.0,1.0,1.0,medium
2382,51.0,1,0.0,0.0,8.0,high
2383,20.0,1,0.0,1.0,7.0,medium
2384,28.0,1,0.0,1.0,7.0,medium
2385,44.0,1,0.0,0.0,1.0,medium
2389,35.0,1,0.0,1.0,1.0,medium
2392,20.0,0,0.0,0.0,4.0,medium
2393,45.0,1,1.0,1.0,3.0,high
2394,36.0,1,0.0,1.0,1.0,medium
2395,27.0,1,1.0,1.0,7.0,high
2396,50.0,1,0.0,1.0,8.0,high
2397,33.0,0,0.0,1.0,4.0,medium
2398,51.0,1,1.0,0.0,6.0,high
2399,17.0,1,0.0,1.0,5.0,medium
2400,41.0,1,0.0,0.0,1.0,medium
2401,50.0,1,0.0,1.0,2.0,medium
2402,43.0,1,0.0,1.0,3.0,high
2404,34.0,1,0.0,0.0,4.0,medium
2406,47.0,1,0.0,0.0,6.0,medium
2407,40.0,1,1.0,0.0,5.0,high
2408,41.0,0,0.0,0.0,4.0,medium
2411,38.0,0,0.0,1.0,8.0,medium
2412,64.0,0,0.0,0.0,7.0,high
2413,38.0,0,0.0,0.0,9.0,medium
2414,30.0,0,1.0,1.0,9.0,high
2415,20.0,0,0.0,0.0,3.0,medium
2416,47.0,1,1.0,0.0,4.0,high
2417,48.0,1,0.0,0.0,4.0,high
2418,52.0,1,0.0,1.0,1.0,high
2419,39.0,1,0.0,0.0,3.0,medium
